Dependents,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,TotalIncome,LogIncome,LogLoanAmount,EMI,LoanToIncomeRatio,IncomePerDependent,Gender_Male,Married_Yes,Education_Not Graduate,Self_Employed_Yes,Property_Area_Semiurban,Property_Area_Urban,Loan_Status_Y
2,2192,1742.0,45.0,360.0,1.0,3934.0,8.277666160851503,3.828641396489095,0.125,0.011438739196746314,1311.3333333333333,True,True,True,False,True,False,True
0,2500,0.0,55.0,360.0,1.0,2500.0,7.824445930877619,4.02535169073515,0.1527777777777778,0.022,2500.0,True,False,False,False,True,False,True
3,5677,1424.0,100.0,360.0,1.0,7101.0,8.868131713503033,4.61512051684126,0.2777777777777778,0.01408252358822701,1775.25,True,True,False,True,False,False,True
2,7948,7166.0,480.0,360.0,1.0,15114.0,9.623442907213558,6.175867270105761,1.3333333333333333,0.031758634378721715,5038.0,True,True,False,True,False,False,True
0,4680,2087.0,128.0,360.0,1.0,6767.0,8.81996090128606,4.859812404361672,0.35555555555555557,0.01891532436825772,6767.0,True,False,False,False,True,False,False
2,17500,0.0,400.0,360.0,1.0,17500.0,9.770013301136158,5.993961427306569,1.1111111111111112,0.022857142857142857,5833.333333333333,True,True,False,True,False,False,True
0,3775,0.0,110.0,360.0,1.0,3775.0,8.236420527265391,4.709530201312334,0.3055555555555556,0.02913907284768212,3775.0,True,True,False,False,True,False,True
1,5285,1430.0,161.0,360.0,0.0,6715.0,8.812248018197431,5.087596335232384,0.44722222222222224,0.023976172747580043,3357.5,True,True,True,False,True,False,True
1,2679,1302.0,94.0,360.0,1.0,3981.0,8.289539484624141,4.553876891600541,0.2611111111111111,0.02361215774930922,1990.5,True,False,True,False,True,False,True
0,6783,0.0,130.0,360.0,1.0,6783.0,8.822322177471738,4.875197323201151,0.3611111111111111,0.019165560961226596,6783.0,True,False,True,False,True,False,True
0,1025,5500.0,216.0,360.0,1.0,6525.0,8.783549477153265,5.37989735354046,0.6,0.03310344827586207,6525.0,True,True,False,False,False,False,True
3,4281,0.0,100.0,360.0,1.0,4281.0,8.362175469149628,4.61512051684126,0.2777777777777778,0.023359028264424198,1070.25,True,True,False,False,False,True,True
2,3588,0.0,110.0,360.0,0.0,3588.0,8.185628891147607,4.709530201312334,0.3055555555555556,0.030657748049052396,1196.0,True,False,False,False,False,False,False
1,11250,0.0,196.0,360.0,1.0,11250.0,9.328212292571072,5.2832037287379885,0.5444444444444444,0.01742222222222222,5625.0,True,False,False,False,True,False,False
0,18165,0.0,125.0,360.0,1.0,18165.0,9.80730699406216,4.836281906951478,0.3472222222222222,0.006881365262868153,18165.0,False,False,True,True,False,True,True
0,2550,2042.0,126.0,360.0,1.0,4592.0,8.432288684325794,4.844187086458591,0.35,0.027439024390243903,4592.0,True,False,True,False,False,False,True
0,6133,3906.0,324.0,360.0,1.0,10039.0,9.214332393245721,5.783825182329737,0.9,0.03227413088953083,10039.0,True,True,False,False,False,True,True
2,3617,0.0,107.0,360.0,1.0,3617.0,8.193676665955241,4.68213122712422,0.2972222222222222,0.029582526956040918,1205.6666666666667,True,False,False,False,True,False,True
0,2917,536.0,66.0,360.0,1.0,3453.0,8.147288258706624,4.204692619390966,0.18333333333333332,0.019113814074717638,3453.0,True,True,True,False,False,False,False
3,6417,0.0,157.0,180.0,1.0,6417.0,8.766861821669803,5.062595033026967,0.8722222222222222,0.02446626149290946,1604.25,True,True,False,False,False,False,True
1,4608,2845.0,140.0,180.0,1.0,7453.0,8.916506080039204,4.948759890378168,0.7777777777777778,0.018784382128002146,3726.5,False,True,False,False,True,False,True
0,2138,0.0,99.0,360.0,0.0,2138.0,7.668093709082406,4.605170185988092,0.275,0.04630495790458372,2138.0,False,False,False,False,True,False,False
1,3652,0.0,95.0,360.0,1.0,3652.0,8.203304026795282,4.564348191467836,0.2638888888888889,0.026013143483023003,1826.0,False,False,False,False,True,False,True
1,2239,2524.0,128.0,360.0,1.0,4763.0,8.46884293047519,4.859812404361672,0.35555555555555557,0.026873819021625025,2381.5,True,True,True,False,False,True,True
0,3017,663.0,102.0,360.0,1.0,3680.0,8.210939733379021,4.634728988229636,0.2833333333333333,0.027717391304347826,3680.0,False,True,True,False,True,False,True
0,2768,1950.0,155.0,360.0,1.0,4718.0,8.459352191726387,5.049856007249537,0.4305555555555556,0.03285290377278508,4718.0,True,True,False,False,False,False,True
0,3358,0.0,80.0,36.0,1.0,3358.0,8.119398589612294,4.394449154672439,2.2222222222222223,0.023823704586063133,3358.0,True,False,True,False,True,False,False
0,2526,1783.0,145.0,360.0,1.0,4309.0,8.368693183097793,4.983606621708336,0.4027777777777778,0.03365049895567417,4309.0,True,False,False,False,False,False,True
0,5000,0.0,103.0,360.0,0.0,5000.0,8.517393171418904,4.6443908991413725,0.2861111111111111,0.0206,5000.0,False,False,False,False,True,False,False
0,2785,2016.0,110.0,360.0,1.0,4801.0,8.4767877767812,4.709530201312334,0.3055555555555556,0.022911893355550928,4801.0,True,True,False,False,False,False,True
2,6633,0.0,128.0,360.0,0.0,6633.0,8.799963219506997,4.859812404361672,0.35555555555555557,0.019297452133273028,2211.0,True,True,False,True,False,False,False
1,2492,2375.0,128.0,360.0,1.0,4867.0,8.490438454107418,4.859812404361672,0.35555555555555557,0.026299568522703924,2433.5,True,True,True,False,False,False,True
1,3333,3250.0,158.0,360.0,1.0,6583.0,8.792397742356906,5.0689042022202315,0.4388888888888889,0.024001215251405136,3291.5,True,True,False,False,False,True,True
0,2454,2333.0,181.0,360.0,0.0,4787.0,8.473868066677865,5.204006687076795,0.5027777777777778,0.03781073741382912,4787.0,True,True,True,False,False,True,False
0,3593,4266.0,132.0,180.0,0.0,7859.0,8.969541885423252,4.890349128221754,0.7333333333333333,0.01679603002926581,7859.0,True,True,False,False,False,False,False
1,5468,1032.0,26.0,360.0,1.0,6500.0,8.77971129020447,3.295836866004329,0.07222222222222222,0.004,3250.0,True,True,False,False,True,False,True
0,2667,1625.0,84.0,360.0,1.0,4292.0,8.36474106822456,4.442651256490317,0.23333333333333334,0.0195712954333644,4292.0,False,False,False,False,False,True,True
3,10139,0.0,260.0,360.0,1.0,10139.0,9.224243277145174,5.564520407322694,0.7222222222222222,0.025643554591182564,2534.75,True,True,False,True,True,False,True
0,3887,2669.0,162.0,360.0,1.0,6556.0,8.788288460263619,5.093750200806762,0.45,0.02471018913971934,6556.0,True,True,False,False,True,False,True
0,4180,2306.0,182.0,360.0,1.0,6486.0,8.777555453213056,5.209486152841421,0.5055555555555555,0.028060437866173297,6486.0,False,True,False,False,True,False,True
2,3675,242.0,108.0,360.0,1.0,3917.0,8.273336598504486,4.6913478822291435,0.3,0.027572121521572634,1305.6666666666667,True,True,True,False,True,False,True
1,19484,0.0,600.0,360.0,1.0,19484.0,9.87740021777281,6.398594934535208,1.6666666666666667,0.03079449804968179,9742.0,False,True,False,True,True,False,True
0,5923,2054.0,211.0,360.0,1.0,7977.0,8.984443032465352,5.356586274672012,0.5861111111111111,0.02645104675943337,7977.0,True,True,False,False,False,False,True
0,5800,0.0,132.0,360.0,1.0,5800.0,8.665785595466064,4.890349128221754,0.36666666666666664,0.022758620689655173,5800.0,True,False,True,True,True,False,True
2,8799,0.0,258.0,360.0,0.0,8799.0,9.082507000466299,5.556828061699537,0.7166666666666667,0.029321513808387316,2933.0,True,True,False,False,False,True,False
0,4467,0.0,120.0,360.0,1.0,4467.0,8.404696160189092,4.795790545596741,0.3333333333333333,0.026863666890530557,4467.0,True,True,True,False,False,False,True
0,3333,0.0,70.0,360.0,1.0,3333.0,8.111928063310739,4.2626798770413155,0.19444444444444445,0.021002100210021003,3333.0,True,False,False,False,False,True,True
3,3400,2500.0,123.0,360.0,0.0,5900.0,8.682877107057168,4.820281565605037,0.3416666666666667,0.020847457627118645,1475.0,True,True,False,False,False,False,False
0,2378,0.0,9.0,360.0,1.0,2378.0,7.774435510302958,2.302585092994046,0.025,0.0037846930193439865,2378.0,False,False,False,False,False,True,False
0,3166,2064.0,104.0,360.0,0.0,5230.0,8.562357743370612,4.653960350157523,0.28888888888888886,0.01988527724665392,5230.0,True,True,False,False,False,True,False
1,3417,1750.0,186.0,360.0,1.0,5167.0,8.550241045462437,5.231108616854587,0.5166666666666667,0.035997677569189084,2583.5,True,True,False,False,False,True,True
0,5116,1451.0,165.0,360.0,0.0,6567.0,8.789964651132264,5.111987788356544,0.4583333333333333,0.02512562814070352,6567.0,True,True,False,False,False,True,False
2,16666,0.0,275.0,360.0,1.0,16666.0,9.721185995542177,5.62040086571715,0.7638888888888888,0.016500660026401055,5555.333333333333,True,True,False,False,False,True,True
2,6125,1625.0,187.0,480.0,1.0,7750.0,8.955577146281511,5.236441962829949,0.38958333333333334,0.024129032258064516,2583.3333333333335,True,True,True,False,True,False,False
3,6406,0.0,150.0,360.0,1.0,6406.0,8.765146421639022,5.017279836814924,0.4166666666666667,0.023415547923821417,1601.5,True,True,False,False,True,False,False
2,3159,461.0,108.0,84.0,1.0,3620.0,8.19450550976564,4.6913478822291435,1.2857142857142858,0.02983425414364641,1206.6666666666667,True,True,False,False,False,True,True
0,3087,2210.0,136.0,360.0,0.0,5297.0,8.575084669832014,4.919980925828125,0.37777777777777777,0.02567491032659996,5297.0,True,True,False,False,True,False,False
0,3229,2739.0,110.0,360.0,1.0,5968.0,8.69433468816865,4.709530201312334,0.3055555555555556,0.018431635388739945,5968.0,True,False,False,False,False,True,True
1,1782,2232.0,107.0,360.0,1.0,4014.0,8.297792626380861,4.68213122712422,0.2972222222222222,0.02665670154459392,2007.0,True,True,False,False,False,False,True
0,3182,2917.0,161.0,360.0,1.0,6099.0,8.716044050161402,5.087596335232384,0.44722222222222224,0.026397770126250206,6099.0,True,False,False,False,False,True,True
2,6540,0.0,205.0,360.0,1.0,6540.0,8.785845337961213,5.327876168789581,0.5694444444444444,0.03134556574923547,2180.0,True,True,False,False,True,False,True
0,1836,33837.0,90.0,360.0,1.0,35673.0,10.482177411118249,4.51085950651685,0.25,0.0025229164914641325,35673.0,True,False,False,False,False,True,False
0,3166,0.0,36.0,360.0,1.0,3166.0,8.06054004653864,3.6109179126442243,0.1,0.011370814908401769,3166.0,False,True,False,False,True,False,True
1,1880,0.0,61.0,360.0,1.0,1880.0,7.53955882930103,4.127134385045092,0.16944444444444445,0.032446808510638296,940.0,True,True,False,False,False,False,False
1,2787,1917.0,146.0,360.0,0.0,4704.0,8.45638105201948,4.990432586778736,0.40555555555555556,0.031037414965986394,2352.0,True,True,False,False,False,False,False
1,4283,3000.0,172.0,84.0,1.0,7283.0,8.8934354408475,5.153291594497779,2.0476190476190474,0.02361664149388988,3641.5,True,True,False,False,False,False,False
0,2297,1522.0,104.0,360.0,1.0,3819.0,8.24800570160062,4.653960350157523,0.28888888888888886,0.027232259753862266,3819.0,True,True,False,False,False,True,True
0,2165,0.0,70.0,360.0,1.0,2165.0,7.680637427560936,4.2626798770413155,0.19444444444444445,0.03233256351039261,2165.0,False,False,True,False,True,False,True
0,4750,0.0,94.0,360.0,1.0,4750.0,8.46611040118692,4.553876891600541,0.2611111111111111,0.019789473684210527,4750.0,True,False,False,False,True,False,True
2,2726,0.0,106.0,360.0,0.0,2726.0,7.910957382845589,4.672828834461906,0.29444444444444445,0.03888481291269259,908.6666666666666,True,True,False,True,True,False,False
0,3000,3416.0,56.0,180.0,1.0,6416.0,8.766705997750515,4.04305126783455,0.3111111111111111,0.008728179551122194,6416.0,True,True,False,False,True,False,True
2,6000,0.0,205.0,240.0,1.0,6000.0,8.699681400989514,5.327876168789581,0.8541666666666666,0.034166666666666665,2000.0,True,True,False,True,True,False,False
3,9357,0.0,292.0,360.0,1.0,9357.0,9.143986871426161,5.680172609017068,0.8111111111111111,0.031206583306615368,2339.25,True,False,False,True,True,False,True
0,3859,3300.0,142.0,180.0,1.0,7159.0,8.87626525995469,4.962844630259907,0.7888888888888889,0.019835172510127112,7159.0,True,True,False,False,False,False,True
0,16120,0.0,260.0,360.0,1.0,16120.0,9.687878048875998,5.564520407322694,0.7222222222222222,0.016129032258064516,16120.0,True,True,False,True,False,True,True
0,3833,0.0,110.0,360.0,1.0,3833.0,8.251663923605589,4.709530201312334,0.3055555555555556,0.02869814766501435,3833.0,True,False,True,False,False,False,True
2,6383,1000.0,187.0,360.0,1.0,7383.0,8.907070776182689,5.236441962829949,0.5194444444444445,0.025328457266693756,2461.0,True,True,True,True,False,False,False
0,2987,0.0,88.0,360.0,0.0,2987.0,8.002359546252707,4.48863636973214,0.24444444444444444,0.02946099765651155,2987.0,True,False,False,False,True,False,False
0,9963,0.0,180.0,360.0,1.0,9963.0,9.20673387638207,5.198497031265826,0.5,0.018066847335140017,9963.0,True,True,False,True,False,False,True
2,5780,0.0,192.0,360.0,1.0,5780.0,8.662331957082475,5.262690188904886,0.5333333333333333,0.03321799307958478,1926.6666666666667,True,True,False,False,False,True,True
3,416,41667.0,350.0,180.0,1.0,42083.0,10.647422899928179,5.860786223465865,1.9444444444444444,0.00831689755958463,10520.75,False,False,False,False,False,True,False
0,2894,2792.0,155.0,360.0,1.0,5686.0,8.645938147306799,5.049856007249537,0.4305555555555556,0.027259936686598662,5686.0,True,True,True,False,False,False,True
3,5703,0.0,128.0,360.0,1.0,5703.0,8.648922962094131,4.859812404361672,0.35555555555555557,0.02244432754690514,1425.75,True,True,False,False,False,True,True
0,3676,4301.0,172.0,360.0,1.0,7977.0,8.984443032465352,5.153291594497779,0.4777777777777778,0.021561990723329573,7977.0,True,False,False,False,False,False,True
1,12000,0.0,496.0,360.0,1.0,12000.0,9.392745258631441,6.208590026096629,1.3777777777777778,0.04133333333333333,6000.0,False,True,False,False,True,False,True
0,2400,3800.0,128.0,180.0,1.0,6200.0,8.732465848349879,4.859812404361672,0.7111111111111111,0.02064516129032258,6200.0,True,True,True,False,False,True,False
1,3400,2500.0,173.0,360.0,1.0,5900.0,8.682877107057168,5.159055299214529,0.48055555555555557,0.029322033898305084,2950.0,True,True,False,False,True,False,True
2,3987,1411.0,157.0,360.0,1.0,5398.0,8.593969030218288,5.062595033026967,0.4361111111111111,0.029084846239347907,1799.3333333333333,True,True,True,False,False,False,True
0,3232,1950.0,108.0,360.0,1.0,5182.0,8.553139318189707,4.6913478822291435,0.3,0.020841373986877652,5182.0,True,True,False,False,False,False,True
0,2900,0.0,71.0,360.0,1.0,2900.0,7.972810784121404,4.276666119016055,0.19722222222222222,0.024482758620689656,2900.0,False,False,False,False,False,False,True
3,4106,0.0,40.0,180.0,1.0,4106.0,8.320448113956559,3.713572066704308,0.2222222222222222,0.00974184120798831,1026.5,True,True,False,False,False,False,True
1,8072,240.0,253.0,360.0,1.0,8312.0,9.025575833531088,5.537334267018537,0.7027777777777777,0.030437921077959576,4156.0,True,True,False,False,False,True,True
2,7583,0.0,187.0,360.0,1.0,7583.0,8.933796043934858,5.236441962829949,0.5194444444444445,0.024660424634049848,2527.6666666666665,True,True,False,False,False,True,True
0,4583,0.0,133.0,360.0,0.0,4583.0,8.430327258394575,4.897839799950911,0.36944444444444446,0.02902029238490072,4583.0,False,False,False,True,True,False,False
